1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00
1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00
9.999151521886762151e-01,-2.164493689510680078e-04,1.302465251617731731e-02,3.863229648715434811e-04,9.999148831610353838e-01,-1.304136448458403756e-02,-1.302072110381357825e-02,1.304528967572731769e-02,9.998301261910509385e-01
9.996301302072116979e-01,-9.722541467722229346e-04,2.717825424464616335e-02,1.711307292337545249e-03,9.996290147636168744e-01,-2.718279363994490633e-02,-2.714174292973343949e-02,2.721924989037576709e-02,9.992609460126724574e-01
9.991970322616774425e-01,-2.562912310153913492e-03,3.998402430905387966e-02,4.160374957672219841e-03,9.991941928540204465e-01,-3.992062433146768147e-02,-3.984949183701248093e-02,4.005491789147815757e-02,9.984025348290330726e-01
9.986234802929380150e-01,-4.952936087849955406e-03,5.221698030075340446e-02,7.671999266127333371e-03,9.986175481635558571e-01,-5.200127812918069886e-02,-5.188723383338272876e-02,5.233030597959024283e-02,9.972809303507220724e-01
9.979346432045568260e-01,-8.200315222056718187e-03,6.371187269616841731e-02,1.223760969172656317e-02,9.979234055203740628e-01,-6.323857702108755252e-02,-6.306099270727368034e-02,6.388764782708757084e-02,9.959626898904874182e-01
9.971398489602454340e-01,-1.232382084909140751e-02,7.456705073434528874e-02,1.783589159779412625e-02,9.971200009918050888e-01,-7.371285229194672606e-02,-7.344387371626485972e-02,7.483199223448562531e-02,9.944878935169434442e-01
9.962469878002316870e-01,-1.734809893632700481e-02,8.479966251265773358e-02,2.444890892605075181e-02,9.962137726778018676e-01,-8.342883182321807201e-02,-8.303126008492774102e-02,8.518898162530490203e-02,9.928991123262990159e-01
9.949201553720604663e-01,-2.311323959038439832e-02,9.797786785837056533e-02,3.187009532059208866e-02,9.955416905916772974e-01,-8.877521792775966425e-02,-9.548916932663731316e-02,9.144681760182982178e-02,9.912211146317487787e-01
9.929629786182375684e-01,-2.980893724906304165e-02,1.146121736713790334e-01,4.014561582155638797e-02,9.952253588476293045e-01,-8.896524398277884382e-02,-1.114129822951747811e-01,9.294036995132302914e-02,9.894186348605963355e-01
9.901752135955927958e-01,-3.768905071423048203e-02,1.346572754706625852e-01,4.925869589304519847e-02,9.952772222915384770e-01,-8.364706609652244884e-02,-1.308687405755791788e-01,8.945829332096419395e-02,9.873553496569824617e-01
9.863295752511571646e-01,-4.703792910133065136e-02,1.579284718178773639e-01,5.910101436716239803e-02,9.956103487484575520e-01,-7.257481357707501468e-02,-1.538214519683271109e-01,8.091641793130069371e-02,9.847799217203418998e-01
9.811776070518718473e-01,-5.817042137459755430e-02,1.841377351252694028e-01,6.947935639098407057e-02,9.960346464110698683e-01,-5.556619641714916069e-02,-1.801752548366637730e-01,6.731407895734994873e-02,9.813285343444704267e-01
9.744580139227233540e-01,-7.142589748075589551e-02,2.129082437832085228e-01,8.012408643369411942e-02,9.962549836989788021e-01,-3.249828038702042010e-02,-2.097896800963944541e-01,4.872728828917152755e-02,9.765315875592742723e-01
9.671291305846416719e-01,-8.567982230011959854e-02,2.394164004933977963e-01,9.037968663395727631e-02,9.958693803477196571e-01,-8.699972976772151270e-03,-2.376820502657758793e-01,3.005237655275883740e-02,9.708780034818940141e-01
9.595530781221572880e-01,-1.003489388201644766e-01,2.630360825893666710e-01,9.995852132952175173e-02,9.948800116988634201e-01,1.490155480763807883e-02,-2.631846961354493142e-01,1.199386508746790037e-02,9.646709091293024230e-01
9.518572156118869643e-01,-1.152702862476790296e-01,2.840433104228370920e-01,1.088386946420050599e-01,9.933182879028463752e-01,3.837860688433859802e-02,-2.865693278008140665e-01,-5.616050759774313811e-03,9.580430472257774888e-01
9.442001755070881241e-01,-1.303225061648339844e-01,3.024930957217051297e-01,1.170863956127329436e-01,9.912114051835401174e-01,6.156887360095379680e-02,-3.078584163780526683e-01,-2.271551498400243771e-02,9.511609752529845974e-01
9.367062343100980293e-01,-1.454235824359641494e-01,3.184861257199223528e-01,1.247894668372633298e-01,9.885889052260312670e-01,8.437751732818585260e-02,-3.271223312020556384e-01,-3.929323269326527590e-02,9.441647220127669105e-01
9.294828806386976616e-01,-1.605015121996080374e-01,3.321157014975773536e-01,1.320425467214560167e-01,9.854834322742564989e-01,1.067106862889707214e-01,-3.444217479412427507e-01,-5.533235305488186373e-02,9.371830078754677107e-01
9.226195653036679545e-01,-1.754914197980196322e-01,3.434761990242499174e-01,1.389398587704118171e-01,9.819303374491190617e-01,1.284855168566375605e-01,-3.598178057902761684e-01,-7.082071712666088148e-02,9.303308941779460106e-01
9.161892996684120050e-01,-1.903335985832135813e-01,3.526617195322861442e-01,1.455726598778004921e-01,9.779673689354797528e-01,1.496276244331822824e-01,-3.733708181810771465e-01,-8.574932389109167497e-02,9.237106070534284452e-01
9.102496650302809300e-01,-2.049731906080477506e-01,3.597659495341631875e-01,1.520278495263260310e-01,9.736341860043669083e-01,1.700705877334900418e-01,-3.851403384231024685e-01,-1.001122518754367641e-01,9.174118250511964501e-01
9.048438295838016066e-01,-2.193601822219561348e-01,3.648818363794918973e-01,1.583871078357433348e-01,9.689718605139717722e-01,1.897552571169522362e-01,-3.951849796431396999e-01,-1.139062947674193693e-01,9.115120338628607266e-01
9.000015521124584694e-01,-2.334494946267286486e-01,3.681012627711166552e-01,1.647262685103028645e-01,9.640223801692318073e-01,2.086291134897541033e-01,-4.035622165885172086e-01,-1.271305785064084648e-01,9.060769025589323622e-01
8.957401912635410968e-01,-2.472010630093836037e-01,3.695147415221561316e-01,1.711148337489125093e-01,9.588281714411105439e-01,2.266456514517284360e-01,-4.103281898995451149e-01,-1.397861656170849565e-01,9.011606984749368499e-01
8.920657222375940609e-01,-2.605798720473205266e-01,3.692111556989055021e-01,1.776155961555194729e-01,9.534316505573692258e-01,2.437637949281428185e-01,-4.155375400743460679e-01,-1.518756662512211197e-01,8.968067432784549986e-01
8.889737573319322905e-01,-2.735559398367691797e-01,3.672775606474869003e-01,1.842843530631562143e-01,9.478748073688496589e-01,2.599473538460430611e-01,-4.192432897390731550e-01,-1.634028681984739939e-01,8.930479083863707146e-01
8.864505643548697966e-01,-2.861042519394869088e-01,3.637990571415481988e-01,1.911697052018764276e-01,9.421988245055822331e-01,2.751645306236376598e-01,-4.214967861893617607e-01,-1.743723949552961061e-01,8.899071452177432784e-01
8.844740763827443342e-01,-2.982046508482884550e-01,3.588587388086592611e-01,1.983129335630564594e-01,9.364437326433774356e-01,2.893874841359820871e-01,-4.223477105283108823e-01,-1.847893985200149691e-01,8.873980446260318899e-01
8.830148868450428123e-01,-3.098416872869128591e-01,3.525377120667164688e-01,2.057479488939273071e-01,9.306481015958808500e-01,3.025919571335711766e-01,-4.218441550335598755e-01,-1.946592916230355796e-01,8.855254197643566139e-01
8.820372249709225176e-01,-3.210044397603080135e-01,3.449151829359854982e-01,2.135013086208057131e-01,9.248487662033926249e-01,3.147569711209992072e-01,-4.200327665585115722e-01,-2.039875224278014931e-01,8.842859072217366112e-01
8.814999078637715257e-01,-3.316863082491890435e-01,3.360686021576341220e-01,2.215922964865052192e-01,9.190805855383885614e-01,3.258645906266120496e-01,-4.169589507061803868e-01,-2.127793932843043412e-01,8.836685822295393677e-01
8.813572666516735765e-01,-3.418847871802604965e-01,3.260738579141215787e-01,2.300330608412707312e-01,9.133762337385733510e-01,3.358997567155047048e-01,-4.126671291007886211e-01,-2.210399238514323683e-01,8.836555848425708959e-01
8.815600451335818821e-01,-3.516012219547638984e-01,3.150055039900001574e-01,2.388288082848647187e-01,9.077660207668742931e-01,3.448501875805004002e-01,-4.072010402212996594e-01,-2.287737578066851296e-01,8.842227550689361060e-01
8.820562700074121576e-01,-3.608405524773711792e-01,3.029370103312517548e-01,2.479780501242482560e-01,9.022777415403719914e-01,3.527063421280960953e-01,-4.006040728664490569e-01,-2.359851114130535055e-01,8.853402758229071967e-01
8.827920920790508497e-01,-3.696110463579519445e-01,2.899410225767862781e-01,2.574728997877440140e-01,8.969365521230441285e-01,3.594614406866417644e-01,-3.929196203265789555e-01,-2.426777613952412205e-01,8.869733232102368081e-01
8.837125978013760097e-01,-3.779240238034324850e-01,2.760896171886333406e-01,2.672994198336120508e-01,8.917648719968758186e-01,3.651115353272342268e-01,-3.841914426998055410e-01,-2.488550688746732908e-01,8.890827239642122848e-01
8.847625901032034612e-01,-3.857935757043507996e-01,2.614545392589737172e-01,2.774380174361108509e-01,8.867823117699733526e-01,3.696556208324469628e-01,-3.744640244869874013e-01,-2.545200355122420044e-01,8.916256198023113644e-01
8.858873367903856710e-01,-3.932362760669859125e-01,2.461074108989959042e-01,2.878638871733334992e-01,8.820056260085822331e-01,3.730957761093889324e-01,-3.637829146288983351e-01,-2.596753875017387969e-01,8.945561380650883798e-01
8.870332839088533872e-01,-4.002708897522817000e-01,2.301198993020648897e-01,2.985474995501007922e-01,8.774486911556230728e-01,3.754373248648393835e-01,-3.521950365213262213e-01,-2.643236826434609554e-01,8.978260672555352651e-01
8.881487304445639941e-01,-4.069180764519019777e-01,2.135638351088341991e-01,3.094551329639297355e-01,8.731225086898791732e-01,3.766890036905361505e-01,-3.397489562779933414e-01,-2.684674354102862814e-01,9.013855350693388280e-01
8.891844597037698028e-01,-4.132000919445882325e-01,1.965112735654084841e-01,3.205494457888390936e-01,8.690352337623851176e-01,3.768631253970395334e-01,-3.264950986244404274e-01,-2.721092547057900046e-01,9.051836852692808355e-01
8.900943217814414332e-01,-4.191404879084159596e-01,1.790344931244550741e-01,3.317900839653257217e-01,8.651922295033962484e-01,3.759757255318811886e-01,-3.124859013055111823e-01,-2.752519889171327616e-01,9.091693484067997488e-01
8.908357607979059400e-01,-4.247638118846673860e-01,1.612059285411768794e-01,3.431343180270998161e-01,8.615961470179908099e-01,3.740466805571600051e-01,-2.977759007638013378e-01,-2.778988728961668264e-01,9.132917000429529031e-01
8.913702801659283415e-01,-4.300953093591198262e-01,1.430980380864723123e-01,3.545377019708472743e-01,8.582470307849684454e-01,3.710997871597557229e-01,-2.824217440604478435e-01,-2.800536716703931339e-01,9.175008988909963970e-01
8.916638391256813678e-01,-4.351606303053722202e-01,1.247831071414787357e-01,3.659547449048337064e-01,8.551424487572923949e-01,3.671627936147934812e-01,-2.664821244986025905e-01,-2.817208159962846792e-01,9.217486963142930145e-01
8.916871742085572539e-01,-4.399855428808036595e-01,1.063329930352877040e-01,3.773395851224207731e-01,8.522776459578589314e-01,3.622673759810145500e-01,-2.500176410807793403e-01,-2.829055253196991471e-01,9.259890079757899795e-01
8.914160401830852898e-01,-4.445956572400233120e-01,8.781881841393544830e-02,3.886466552592357515e-01,8.496457198050610948e-01,3.564490541055598816e-01,-2.330905846663841596e-01,-2.836139142923903012e-01,9.301784382362514592e-01
8.908313663789777515e-01,-4.490161626003524864e-01,6.931062255540137995e-02,3.998313266128307175e-01,8.472378148270798270e-01,3.497470448567915891e-01,-2.157646563605526979e-01,-2.838530796920979982e-01,9.342767481934481921e-01
8.899193260211590850e-01,-4.532715807346057724e-01,5.087698175400455491e-02,4.108505206083655215e-01,8.450433338728848831e-01,3.422040525663525012e-01,-1.981046261193326607e-01,-2.836311653809427402e-01,9.382472590606207863e-01
8.886713182420914459e-01,-4.573855389645229974e-01,3.258461109168238334e-02,4.216632758244264756e-01,8.430501624409915129e-01,3.338659992111079333e-01,-1.801759416650209888e-01,-2.829574037807646159e-01,9.420571838751469196e-01
8.870838646580803122e-01,-4.613805654812707657e-01,1.449796052787094558e-02,4.322312599499081309e-01,8.412449023587496022e-01,3.247816992651109680e-01,-1.620442994535746806e-01,-2.818421332086473163e-01,9.456778822426796793e-01
8.851584246574758508e-01,-4.652779094365647738e-01,-3.321181752884455607e-03,4.425192174852696780e-01,8.396131107824641449e-01,3.150024862733918907e-01,-1.437751905375906913e-01,-2.802967912633564929e-01,9.490850348590192942e-01
8.829011357158693674e-01,-4.690973877482861321e-01,-2.081406638218240290e-02,4.524953458516171034e-01,8.381395403694957835e-01,3.045817999353143124e-01,-1.254334346745445417e-01,-2.783338852474569469e-01,9.522587367878554421e-01
8.803224869944836772e-01,-4.728572599752783323e-01,-3.792532901002913098e-02,4.621315947219515885e-01,8.368083765047165112e-01,2.935747437558046125e-01,-1.070827159330245137e-01,-2.759669413176376596e-01,9.551835107706763139e-01
8.774369360819677111e-01,-4.765741319700139700e-01,-5.460329601879528039e-02,4.714038857148100670e-01,8.356034676418321316e-01,2.820376240821845792e-01,-8.878513238187348000e-02,-2.732104346506060155e-01,9.578482440689443100e-01
8.742624799243947642e-01,-4.802628883500265067e-01,-7.080024202032909886e-02,4.802922519589556405e-01,8.345085451321705428e-01,2.700274815821216423e-01,-7.060077127512294493e-02,-2.700797033749074982e-01,9.602460543632966861e-01
8.708201917047561080e-01,-4.839366531761237211e-01,-8.647259353103749213e-02,4.887808993187592876e-01,8.335074293388070599e-01,2.576016259617908699e-01,-5.258731957836211557e-02,-2.665908493360296672e-01,9.623740919568947172e-01
8.671337356684222231e-01,-4.876067776114946795e-01,-1.015810754671419708e-01,4.968581931577708555e-01,8.325842193460538665e-01,2.448171840127187637e-01,-3.479971778221914447e-02,-2.627606289443996657e-01,9.642332868756510189e-01
8.632288716635234671e-01,-4.912828528054422605e-01,-1.160907992300272834e-01,5.045165763038901297e-01,8.317234641437831755e-01,2.317306700185930990e-01,-1.728986295843225329e-02,-2.586063373778980101e-01,9.658280503831246921e-01
8.591329605245801027e-01,-4.949727457916706652e-01,-1.299712932294050938e-01,5.117524253257459410e-01,8.309103137630549085e-01,2.183975861940744001e-01,-1.063648753190649110e-04,-2.541456893312091236e-01,9.671659409226927018e-01
8.548744804401922082e-01,-4.986826558534636633e-01,-1.431964784589605799e-01,5.185658532757631001e-01,8.301306494346445408e-01,2.048720593092068498e-01,1.670564301340743407e-02,-2.493966992968257579e-01,9.682573045793960720e-01
8.504825631958531362e-01,-5.024171885741164356e-01,-1.557445932451337611e-01,5.249604677090398130e-01,8.293711924108454481e-01,1.912065180419285637e-01,3.310463777958686654e-02,-2.443775640771731483e-01,9.691148998613058341e-01
8.459865577573647544e-01,-5.061794446669222181e-01,-1.675980724547003753e-01,5.309430930594954967e-01,8.286195916117576887e-01,1.774514139971267168e-01,4.905278815990590791e-02,-2.391065498765143627e-01,9.697535159925377846e-01
8.414156271456657565e-01,-5.099711206558420473e-01,-1.787433872681459535e-01,5.365234663828418737e-01,8.278644907149134147e-01,1.636549878062883434e-01,6.451598573691119665e-02,-2.336018859306607798e-01,9.701895930559311099e-01
8.367983830289831282e-01,-5.137926185443855154e-01,-1.891708521135936627e-01,5.417139151101841854e-01,8.270955756912738988e-01,1.498630803364074948e-01,7.946383036373114161e-02,-2.278816662244328439e-01,9.704408512952762411e-01
8.321625609904321763e-01,-5.176431617517412986e-01,-1.988744055365242736e-01,5.465290248547803875e-01,8.263036040964171214e-01,1.361189878325371749e-01,9.386957482128113761e-02,-2.219637604406003439e-01,9.705259357554232302e-01
8.275347380719760837e-01,-5.215209147957406977e-01,-2.078513716932359756e-01,5.509853045391259752e-01,8.254804176528459658e-01,1.224633588205457230e-01,1.077100341939993128e-01,-2.158657348962474409e-01,9.704640812681480933e-01
8.229400929874358672e-01,-5.254231044454918953e-01,-2.161022088473224245e-01,5.551008552199497847e-01,8.246189398112925284e-01,1.089341298151327853e-01,1.209654656830222164e-01,-2.096047838656396878e-01,9.702748016375194462e-01
8.184022083620325905e-01,-5.293461403368405760e-01,-2.236302507681773299e-01,5.588950480398283682e-01,8.237131600621647731e-01,9.556649630995285583e-02,1.336194245785612411e-01,-2.031976713717268401e-01,9.699776057850004740e-01
8.139429135045328501e-01,-5.332857333270631939e-01,-2.304414463276270308e-01,5.623882157734715337e-01,8.227581067912992374e-01,8.239291515857338766e-02,1.456586019254729192e-01,-1.966606832567533991e-01,9.695917426144384788e-01
8.095821655502384306e-01,-5.372370101492467409e-01,-2.365441019110066656e-01,5.656013615032378095e-01,8.217498104465474906e-01,6.944313426644233012e-02,1.570726490789223773e-01,-1.900095891184483410e-01,9.691359754721564634e-01
8.053379663197984817e-01,-5.411946232017926794e-01,-2.419486305424373984e-01,5.685558870819046318e-01,8.206852587133605104e-01,5.674424547998886681e-02,1.678539939006508941e-01,-1.832596135215131539e-01,9.686283863193075883e-01
8.012263119048730342e-01,-5.451528545668320458e-01,-2.466673109046870205e-01,5.712733432421790436e-01,8.195623452981866119e-01,4.432075665237980577e-02,1.779976528278354730e-01,-1.764254157624981778e-01,9.680862091057855778e-01
7.972611717976549883e-01,-5.491057135877038808e-01,-2.507140587385726649e-01,5.737752025049566162e-01,8.183798137971649567e-01,3.219467905902516358e-02,1.875010424883714610e-01,-1.695210773758119016e-01,9.675256913338881049e-01
7.934544943058136068e-01,-5.530470275467017638e-01,-2.541042124555656923e-01,5.760826554281531786e-01,8.171371979923675033e-01,2.038562660381638969e-02,1.963637939660805853e-01,-1.625600965149201493e-01,9.669619824172542843e-01
7.898162350156603395e-01,-5.569705251683558789e-01,-2.568543342039867339e-01,5.782164302256802557e-01,8.158347597755906122e-01,8.910923575906198879e-03,2.045875722588212098e-01,-1.555553883206575727e-01,9.664090471646316072e-01
7.863544051632235243e-01,-5.608699128303684667e-01,-2.589820271023604570e-01,5.801966353682312949e-01,8.144734257561146995e-01,-2.214281933810360870e-03,2.121759029385205386e-01,-1.485192903927085584e-01,9.658796025351553682e-01
7.830751369260237071e-01,-5.647389434947867048e-01,-2.605057688971232355e-01,5.820426244473224653e-01,8.130547234684347702e-01,-1.297690148457146531e-02,2.191340075268153054e-01,-1.414635725056429538e-01,9.653850757077085953e-01
7.799827628404818469e-01,-5.685714784776987329e-01,-2.614447619161890390e-01,5.837728823328751648e-01,8.115807179620848633e-01,-2.336578877149467909e-02,2.254686486509733800e-01,-1.343994497527084553e-01,9.649355814673192810e-01
7.770799067663157755e-01,-5.723615422588826940e-01,-2.618187988725927950e-01,5.854049314728434483e-01,8.100539494307409383e-01,-3.337162295924734484e-02,2.311879856465933469e-01,-1.273375983544997869e-01,9.645399169230782777e-01
7.743675840478363437e-01,-5.761033705958052975e-01,-2.616481438192702069e-01,5.869552570609192221e-01,8.084773724233127457e-01,-4.298679434484680567e-02,2.363014409276155692e-01,-1.202881734321718799e-01,9.642055716225064188e-01
7.718453087529733025e-01,-5.797914522518821112e-01,-2.609534273614377287e-01,5.884392497253470022e-01,8.068542970765646416e-01,-5.220529352234017095e-02,2.408195771499865578e-01,-1.132608281125319777e-01,9.639387512059909291e-01
7.695112060967161938e-01,-5.834205646794916600e-01,-2.597555550910133348e-01,5.898711643590628384e-01,8.051883327171864835e-01,-6.102260494112868305e-02,2.447539849507271159e-01,-1.062647334028593293e-01,9.637444128427197221e-01
7.673621283709682883e-01,-5.869858040164176449e-01,-2.580756281115623163e-01,5.912640937102716654e-01,8.034833341010144681e-01,-6.943560549810548488e-02,2.481171808459638473e-01,-9.930859834433888866e-02,9.636263107989185839e-01
